1.500000	1.213526	0.463525	-0.463526	-1.213526	-1.500000	-1.213525	-0.463526	0.463526	1.213525	
1.497040	1.229585	0.492469	-0.432752	-1.192677	-1.497040	-1.229584	-0.492470	0.432752	1.192677	
1.488172	1.240791	0.519470	-0.400271	-1.167122	-1.488172	-1.240791	-0.519470	0.400271	1.167122	
1.473431	1.247101	0.544420	-0.366210	-1.136961	-1.473431	-1.247100	-0.544420	0.366210	1.136961	
1.452875	1.248488	0.567222	-0.330704	-1.102312	-1.452875	-1.248488	-0.567222	0.330704	1.102312	
1.426585	1.244949	0.587785	-0.293893	-1.063313	-1.426585	-1.244949	-0.587785	0.293893	1.063313	
1.394665	1.236497	0.606029	-0.255922	-1.020118	-1.394665	-1.236496	-0.606029	0.255922	1.020118	
1.357241	1.223164	0.621880	-0.216940	-0.972897	-1.357241	-1.223164	-0.621880	0.216940	0.972897	
1.314460	1.205004	0.635278	-0.177103	-0.921837	-1.314460	-1.205004	-0.635278	0.177103	0.921837	
1.266492	1.182089	0.646168	-0.136567	-0.867138	-1.266492	-1.182089	-0.646168	0.136567	0.867138	
1.213526	1.154508	0.654508	-0.095492	-0.809017	-1.213526	-1.154508	-0.654509	0.095492	0.809017	
1.155770	1.122372	0.660266	-0.054040	-0.747703	-1.155770	-1.122371	-0.660266	0.054039	0.747703	
1.093453	1.085805	0.663417	-0.012374	-0.683439	-1.093453	-1.085805	-0.663417	0.012374	0.683438	
1.026821	1.044954	0.663950	0.029340	-0.616477	-1.026821	-1.044954	-0.663950	-0.029340	0.616477	
0.956136	0.999978	0.661863	0.070938	-0.547082	-0.956136	-0.999978	-0.661863	-0.070938	0.547082	
0.881678	0.951056	0.657164	0.112257	-0.475528	-0.881678	-0.951057	-0.657164	-0.112257	0.475528	
0.803740	0.898381	0.649871	0.153132	-0.402098	-0.803740	-0.898381	-0.649871	-0.153132	0.402098	
0.722631	0.842160	0.640014	0.193403	-0.327080	-0.722630	-0.842160	-0.640014	-0.193403	0.327080	
0.638669	0.782616	0.627630	0.232911	-0.250772	-0.638669	-0.782616	-0.627630	-0.232911	0.250772	
0.552187	0.719983	0.612770	0.271500	-0.173474	-0.552187	-0.719983	-0.612770	-0.271500	0.173474	
0.463525	0.654508	0.595491	0.309017	-0.095491	-0.463526	-0.654509	-0.595492	-0.309017	0.095491	
0.373035	0.586451	0.575863	0.345315	-0.017132	-0.373035	-0.586451	-0.575863	-0.345314	0.017132	
0.281072	0.516079	0.553961	0.380249	0.061295	-0.281072	-0.516079	-0.553961	-0.380249	-0.061295	
0.188000	0.443670	0.529874	0.413683	0.139480	-0.188000	-0.443670	-0.529874	-0.413683	-0.139480	
0.094186	0.369511	0.503695	0.445485	0.217115	-0.094186	-0.369511	-0.503695	-0.445485	-0.217115	
-0.000000	0.293893	0.475528	0.475528	0.293893	0.000000	-0.293893	-0.475528	-0.475528	-0.293893	
-0.094186	0.217115	0.445485	0.503695	0.369510	0.094186	-0.217115	-0.445485	-0.503695	-0.369511	
-0.188000	0.139480	0.413683	0.529874	0.443670	0.188000	-0.139480	-0.413683	-0.529874	-0.443670	
-0.281072	0.061295	0.380249	0.553961	0.516079	0.281072	-0.061295	-0.380249	-0.553961	-0.516079	
-0.373035	-0.017132	0.345315	0.575863	0.586451	0.373035	0.017132	-0.345315	-0.575863	-0.586451	
-0.463526	-0.095492	0.309017	0.595492	0.654509	0.463526	0.095492	-0.309017	-0.595492	-0.654509	
-0.552187	-0.173474	0.271500	0.612770	0.719983	0.552187	0.173474	-0.271500	-0.612770	-0.719983	
-0.638669	-0.250772	0.232911	0.627630	0.782616	0.638669	0.250772	-0.232911	-0.627630	-0.782616	
-0.722631	-0.327080	0.193403	0.640014	0.842160	0.722631	0.327080	-0.193403	-0.640014	-0.842161	
-0.803740	-0.402098	0.153132	0.649871	0.898381	0.803740	0.402098	-0.153132	-0.649871	-0.898381	
-0.881678	-0.475528	0.112257	0.657164	0.951056	0.881678	0.475528	-0.112257	-0.657164	-0.951057	
-0.956136	-0.547082	0.070938	0.661863	0.999978	0.956136	0.547082	-0.070938	-0.661863	-0.999978	
-1.026821	-0.616477	0.029340	0.663950	1.044954	1.026821	0.616477	-0.029340	-0.663951	-1.044954	
-1.093453	-0.683439	-0.012374	0.663417	1.085805	1.093453	0.683438	0.012374	-0.663417	-1.085805	
-1.155770	-0.747703	-0.054039	0.660266	1.122371	1.155770	0.747703	0.054040	-0.660266	-1.122371	
-1.213526	-0.809017	-0.095491	0.654509	1.154509	1.213526	0.809017	0.095492	-0.654509	-1.154508	
-1.266492	-0.867138	-0.136567	0.646169	1.182089	1.266492	0.867138	0.136567	-0.646168	-1.182089	
-1.314460	-0.921837	-0.177103	0.635278	1.205004	1.314460	0.921836	0.177103	-0.635278	-1.205004	
-1.357241	-0.972897	-0.216940	0.621880	1.223164	1.357241	0.972897	0.216940	-0.621881	-1.223164	
-1.394665	-1.020118	-0.255922	0.606029	1.236497	1.394665	1.020118	0.255922	-0.606029	-1.236496	
-1.426585	-1.063313	-0.293893	0.587785	1.244949	1.426585	1.063313	0.293893	-0.587785	-1.244949	
-1.452875	-1.102312	-0.330704	0.567222	1.248489	1.452875	1.102312	0.330704	-0.567222	-1.248488	
-1.473431	-1.136961	-0.366210	0.544420	1.247101	1.473431	1.136960	0.366210	-0.544420	-1.247100	
-1.488172	-1.167122	-0.400271	0.519470	1.240791	1.488172	1.167122	0.400271	-0.519470	-1.240791	
-1.497040	-1.192677	-0.432752	0.492470	1.229584	1.497040	1.192677	0.432752	-0.492469	-1.229584	
-1.500000	-1.213526	-0.463526	0.463526	1.213526	1.500000	1.213525	0.463525	-0.463525	-1.213525	
-1.497040	-1.229584	-0.492470	0.432752	1.192677	1.497040	1.229584	0.492469	-0.432752	-1.192677	
-1.488172	-1.240791	-0.519470	0.400271	1.167122	1.488172	1.240791	0.519470	-0.400271	-1.167122	
-1.473431	-1.247101	-0.544420	0.366210	1.136961	1.473431	1.247100	0.544420	-0.366210	-1.136961	
-1.452875	-1.248488	-0.567222	0.330704	1.102312	1.452875	1.248488	0.567222	-0.330704	-1.102312	
-1.426585	-1.244949	-0.587785	0.293893	1.063314	1.426585	1.244949	0.587785	-0.293893	-1.063313	
-1.394665	-1.236496	-0.606029	0.255922	1.020118	1.394665	1.236496	0.606029	-0.255921	-1.020118	
-1.357241	-1.223164	-0.621880	0.216940	0.972897	1.357241	1.223164	0.621881	-0.216940	-0.972897	
-1.314460	-1.205004	-0.635278	0.177103	0.921837	1.314460	1.205004	0.635278	-0.177103	-0.921837	
-1.266492	-1.182089	-0.646168	0.136567	0.867138	1.266492	1.182089	0.646168	-0.136567	-0.867138	
-1.213525	-1.154508	-0.654509	0.095492	0.809017	1.213525	1.154508	0.654509	-0.095492	-0.809017	
-1.155770	-1.122371	-0.660266	0.054039	0.747703	1.155770	1.122372	0.660266	-0.054040	-0.747703	
-1.093453	-1.085805	-0.663417	0.012374	0.683439	1.093453	1.085805	0.663417	-0.012374	-0.683438	
-1.026821	-1.044954	-0.663950	-0.029340	0.616477	1.026821	1.044954	0.663950	0.029340	-0.616477	
-0.956136	-0.999978	-0.661863	-0.070938	0.547082	0.956136	0.999979	0.661863	0.070938	-0.547082	
-0.881678	-0.951057	-0.657164	-0.112257	0.475528	0.881678	0.951057	0.657164	0.112257	-0.475528	
-0.803740	-0.898381	-0.649871	-0.153132	0.402098	0.803740	0.898381	0.649871	0.153132	-0.402098	
-0.722630	-0.842160	-0.640014	-0.193403	0.327080	0.722630	0.842161	0.640014	0.193404	-0.327080	
-0.638669	-0.782616	-0.627630	-0.232911	0.250772	0.638669	0.782616	0.627630	0.232911	-0.250772	
-0.552187	-0.719983	-0.612770	-0.271500	0.173474	0.552187	0.719983	0.612770	0.271500	-0.173474	
-0.463526	-0.654509	-0.595492	-0.309017	0.095492	0.463525	0.654509	0.595492	0.309017	-0.095492	
-0.373035	-0.586451	-0.575863	-0.345314	0.017132	0.373035	0.586451	0.575863	0.345314	-0.017132	
-0.281072	-0.516079	-0.553961	-0.380249	-0.061295	0.281072	0.516079	0.553961	0.380249	0.061295	
-0.188000	-0.443670	-0.529874	-0.413683	-0.139480	0.188000	0.443670	0.529873	0.413683	0.139481	
-0.094186	-0.369511	-0.503695	-0.445485	-0.217115	0.094186	0.369510	0.503695	0.445485	0.217115	
0.000000	-0.293893	-0.475528	-0.475528	-0.293893	0.000000	0.293893	0.475528	0.475528	0.293893	
0.094186	-0.217115	-0.445485	-0.503695	-0.369510	-0.094186	0.217115	0.445485	0.503695	0.369510	
0.188000	-0.139480	-0.413683	-0.529874	-0.443670	-0.188000	0.139480	0.413683	0.529874	0.443670	
0.281072	-0.061295	-0.380249	-0.553961	-0.516079	-0.281072	0.061295	0.380249	0.553961	0.516079	
0.373035	0.017132	-0.345314	-0.575863	-0.586451	-0.373035	-0.017132	0.345314	0.575863	0.586451	
0.463526	0.095492	-0.309017	-0.595492	-0.654509	-0.463525	-0.095492	0.309017	0.595492	0.654509	
0.552187	0.173474	-0.271500	-0.612770	-0.719983	-0.552187	-0.173474	0.271500	0.612770	0.719983	
0.638669	0.250772	-0.232911	-0.627630	-0.782616	-0.638669	-0.250772	0.232911	0.627631	0.782616	
0.722630	0.327080	-0.193403	-0.640014	-0.842161	-0.722630	-0.327080	0.193404	0.640014	0.842160	
0.803740	0.402097	-0.153132	-0.649871	-0.898381	-0.803740	-0.402098	0.153132	0.649871	0.898381	
0.881678	0.475528	-0.112257	-0.657164	-0.951056	-0.881678	-0.475528	0.112257	0.657164	0.951056	
0.956136	0.547082	-0.070938	-0.661863	-0.999978	-0.956136	-0.547082	0.070938	0.661863	0.999978	
1.026821	0.616477	-0.029340	-0.663951	-1.044954	-1.026821	-0.616477	0.029340	0.663950	1.044954	
1.093453	0.683438	0.012374	-0.663417	-1.085805	-1.093453	-0.683438	-0.012374	0.663417	1.085805	
1.155770	0.747703	0.054039	-0.660266	-1.122371	-1.155770	-0.747703	-0.054040	0.660266	1.122372	
1.213525	0.809017	0.095491	-0.654509	-1.154508	-1.213525	-0.809017	-0.095492	0.654509	1.154508	
1.266492	0.867138	0.136567	-0.646168	-1.182089	-1.266492	-0.867138	-0.136567	0.646169	1.182089	
1.314460	0.921837	0.177103	-0.635278	-1.205005	-1.314460	-0.921837	-0.177103	0.635278	1.205004	
1.357241	0.972897	0.216940	-0.621881	-1.223164	-1.357241	-0.972897	-0.216940	0.621880	1.223164	
1.394665	1.020118	0.255922	-0.606029	-1.236497	-1.394665	-1.020118	-0.255921	0.606029	1.236496	
1.426585	1.063313	0.293893	-0.587785	-1.244949	-1.426585	-1.063313	-0.293893	0.587785	1.244949	
1.452875	1.102312	0.330704	-0.567222	-1.248489	-1.452875	-1.102312	-0.330704	0.567222	1.248488	
1.473431	1.136961	0.366210	-0.544420	-1.247100	-1.473431	-1.136961	-0.366210	0.544420	1.247100	
1.488172	1.167122	0.400271	-0.519470	-1.240791	-1.488172	-1.167122	-0.400271	0.519470	1.240791	
1.497040	1.192677	0.432752	-0.492469	-1.229584	-1.497040	-1.192677	-0.432752	0.492469	1.229584	
1.500000	1.213525	0.463525	-0.463525	-1.213525	-1.500000	-1.213525	-0.463525	0.463526	1.213525	
1.497040	1.229584	0.492469	-0.432752	-1.192677	-1.497040	-1.229584	-0.492469	0.432752	1.192677	
1.488172	1.240791	0.519470	-0.400271	-1.167122	-1.488172	-1.240791	-0.519470	0.400271	1.167122	
1.473431	1.247100	0.544420	-0.366210	-1.136961	-1.473431	-1.247100	-0.544420	0.366210	1.136961	
1.452875	1.248488	0.567222	-0.330704	-1.102312	-1.452875	-1.248488	-0.567222	0.330704	1.102312	
1.426585	1.244949	0.587785	-0.293893	-1.063314	-1.426585	-1.244949	-0.587785	0.293893	1.063313	
1.394665	1.236497	0.606029	-0.255922	-1.020119	-1.394665	-1.236497	-0.606029	0.255922	1.020118	
1.357240	1.223164	0.621880	-0.216940	-0.972897	-1.357240	-1.223164	-0.621881	0.216940	0.972897	
1.314460	1.205004	0.635278	-0.177103	-0.921836	-1.314460	-1.205004	-0.635278	0.177103	0.921836	
1.266492	1.182089	0.646168	-0.136567	-0.867138	-1.266492	-1.182089	-0.646169	0.136567	0.867138	
1.213525	1.154508	0.654508	-0.095492	-0.809017	-1.213525	-1.154508	-0.654509	0.095492	0.809017	
1.155770	1.122372	0.660266	-0.054040	-0.747703	-1.155770	-1.122371	-0.660266	0.054039	0.747703	
1.093453	1.085805	0.663417	-0.012374	-0.683438	-1.093453	-1.085805	-0.663417	0.012374	0.683439	
1.026821	1.044954	0.663950	0.029340	-0.616477	-1.026821	-1.044954	-0.663950	-0.029340	0.616477	
0.956136	0.999979	0.661863	0.070938	-0.547082	-0.956136	-0.999979	-0.661864	-0.070938	0.547082	
