0.000000	13.477243	26.954487	40.431728	53.908974	67.386223	80.863457	94.340706	107.817947	121.295197	0.000000
205.724838	14.638378	29.007217	43.106514	56.936264	70.496490	83.787163	96.808296	109.559891	122.041954	0.000000
332.869781	30.586653	60.617611	90.100967	119.044815	147.457291	175.346451	202.720428	229.587296	255.955170	0.000000
332.869781	34.154144	67.152588	99.019836	129.780106	159.457291	188.074936	215.656296	242.224258	267.801422	0.000000
205.724884	42.076210	82.339508	120.848358	157.659943	192.830215	226.413773	258.464050	289.033234	318.172241	0.000000
0.000053	43.666466	84.715904	123.259407	159.404541	193.255341	224.912415	254.473053	282.031281	307.677795	0.000000
-205.724792	50.270607	97.110336	140.705521	181.234619	218.868561	253.770737	286.097504	315.998322	343.615723	0.000000
-332.869781	55.966465	107.575653	155.111313	198.842163	239.022568	275.893036	309.680939	340.600983	368.855621	0.000000
-332.869812	64.687294	124.008911	178.370819	228.153137	273.711517	315.378418	353.464264	388.258759	420.031799	0.000000
-205.724854	73.519096	140.520172	201.557648	257.144684	307.756042	353.830078	395.771576	433.953430	468.718903	0.000000
-0.000106	82.269539	156.725876	224.101410	285.066559	340.234619	390.165436	435.369995	476.313568	513.419434	0.000000
205.724838	99.547592	189.900925	272.000854	346.698975	414.765472	476.895355	533.715515	585.789917	633.626099	0.000000
332.869751	98.862946	186.726791	264.779907	334.087280	395.602631	450.177948	498.574280	541.469788	579.468262	0.000000
332.869843	103.760040	194.815231	274.646271	344.567505	405.744965	459.210754	505.878021	546.553284	581.948303	0.000000
205.724899	119.039543	223.731750	315.885834	397.091370	468.743652	532.065063	588.125793	637.861023	682.087585	0.000000
-0.000008	120.811378	225.220367	315.410309	393.281097	460.484497	518.453735	568.431396	611.493408	648.570251	0.000000
-205.724655	124.287155	230.156616	320.214752	396.708069	461.571075	516.466675	562.822998	601.864990	634.642456	0.000000
-332.869720	135.364807	250.427048	348.255432	431.467682	502.294373	562.632507	614.093994	658.046570	695.649719	0.000000
-332.869781	149.491867	276.727844	385.271667	478.129242	557.832581	626.510010	685.948669	737.646912	782.859741	0.000000
-205.724808	157.458725	290.361694	402.815277	498.246307	579.510437	648.982117	708.633606	760.100830	804.739319	0.000000
-0.000211	160.102737	293.117035	403.753143	495.904053	572.782654	637.035095	690.838745	735.982910	773.937195	0.000000
205.724731	169.287521	309.196350	425.079193	521.313293	601.472900	668.470764	724.678650	772.025330	812.079346	0.000000
332.869781	178.768158	325.798645	447.127258	547.636658	631.270203	701.206665	760.006348	809.729980	852.035767	0.000000
332.869873	180.519989	326.520050	444.793091	540.782532	618.843628	682.455566	734.395691	776.880005	811.677429	0.000000
205.724976	187.519943	338.050751	459.177246	556.913940	636.022461	700.267090	752.622009	795.436890	830.569153	0.000000
