0.151992	0.000000
0.155532	0.000000
0.159155	0.000000
0.162862	0.000000
0.166656	0.000000
0.170538	0.000000
0.174510	0.000000
0.178575	0.000000
0.182734	0.000000
0.186991	0.000000
0.191346	0.000000
0.195803	0.000000
0.200364	0.000000
0.205031	0.000000
0.209807	0.000000
0.214694	0.000000
0.219695	0.000000
0.224812	0.000000
0.230049	0.000000
0.235407	0.000000
0.240891	0.000000
0.246502	0.000000
0.252244	0.000000
0.258119	0.000000
0.264131	0.000000
0.270284	0.000000
0.276580	0.000000
0.283022	0.000000
0.289614	0.000000
0.296360	0.000000
0.303263	0.000000
0.310327	0.000000
0.317556	0.000000
0.324953	0.000000
0.332522	0.000000
0.340267	0.000000
0.348193	0.000000
0.356304	0.000000
0.364603	0.000000
0.373096	0.000000
0.381786	0.000000
0.390679	0.000000
0.399779	0.000000
0.409091	0.000000
0.418620	0.000000
0.428371	0.000000
0.438349	0.000000
0.448560	0.000000
0.459008	0.000000
0.469700	0.000000
0.480640	0.000000
0.491836	0.000000
0.503292	0.000000
0.515015	0.000000
0.527012	0.000000
0.539287	0.000000
0.551849	0.000000
0.564703	0.000000
0.577857	0.000000
0.591317	0.000000
0.605090	0.000000
0.619185	0.000000
0.633607	0.000000
0.648366	0.000000
0.663468	0.000000
0.678922	0.000000
0.694736	0.000000
0.710919	0.000000
0.727479	0.000000
0.744424	0.000000
0.761763	0.000000
0.779507	0.000000
0.797664	0.000000
0.816244	0.000000
0.835257	0.000000
0.854713	0.000000
0.874622	0.000000
0.894994	0.000000
0.915841	0.000000
0.937174	0.000000
0.959003	0.000000
0.981341	0.000000
1.004200	0.000000
1.027591	0.000000
1.051526	0.000000
1.076019	0.000000
1.101083	0.000000
1.126731	0.000000
1.152976	0.000000
1.179832	0.000000
1.207314	0.000000
1.235436	0.000000
1.264213	0.000000
1.293660	0.000000
1.323793	0.000000
1.354628	0.000000
1.386182	0.000000
1.418470	0.000000
1.451510	0.000000
1.485320	0.000000
1.519918	0.000000
1.555321	0.000000
1.591549	0.000000
1.628621	0.000000
1.666557	0.000000
1.705376	0.000000
1.745099	0.000000
1.785748	0.000000
1.827343	0.000000
1.869908	0.000000
1.913464	0.000000
1.958034	0.000000
2.003642	0.000000
2.050313	0.000000
2.098071	0.000000
2.146941	0.000000
2.196950	0.000000
2.248123	0.000000
2.300489	0.000000
2.354074	0.000000
2.408907	0.000000
2.465018	0.000000
2.522436	0.000000
2.581191	0.000000
2.641315	0.000000
2.702839	0.000000
2.765796	0.000000
2.830220	0.000000
2.896144	0.000000
2.963604	0.000000
3.032635	0.000000
3.103274	0.000000
3.175558	0.000000
3.249527	0.000000
3.325218	0.000000
3.402673	0.000000
3.481931	0.000000
3.563036	0.000000
3.646029	0.000000
3.730956	0.000000
